name,position,KDA,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,totalHeal,physicalDamageTaken,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,timeCCingOthers
아펠리오스,A,1.951624211,13.53168044,1.719008264,0.207988981,172.3829201,1.526170799,592.3305785,2.719008264,10975.51102,14868.26722,1091.49449,2102.606061,9488.435262,16383.81818,123746.4628,15148.41047,0,0,14.00137741
애니,A,4.25,7,2,1,160,3,46,4,12855,910,19744,1858,3990,20655,86750,12027,0,0,21
애니비아,A,1.761904762,0,0.333333333,0,140,1,90,0.666666667,8318,2059.333333,10733.33333,589.6666667,9607.666667,13462.66667,82166.66667,19557.33333,0,0,40
애쉬,A,2.383259912,9,1.458823529,0.2,159.3647059,1.388235294,279.7882353,2.482352941,10025.75294,11816.30588,1559.376471,995.6705882,8748.964706,13601.08235,98643.63529,13750.97647,0,0,32.92941176
야스오,A,1.968810916,14.04878049,1.329268293,0.280487805,166.9756098,1.5,663.9268293,2.780487805,11040.67073,11783.34146,1050.012195,1145.54878,10975.86585,13039.70732,129123.939,16757.95122,0,0,19.7195122
요네,A,1.612244898,9.25,1.125,0,155.875,1.125,394.25,1.875,9393.75,8485.625,2706.625,1221.625,11123.625,12814.375,117634.625,17463.5,0,0,16.75
이렐리아,A,1.931034483,10.57142857,1.142857143,0,142.2857143,1.571428571,275.1428571,3.142857143,8778.571429,6771.285714,2418.571429,1788.142857,9664.428571,9435.285714,88336,14429.28571,0,0,8.285714286
이즈리얼,A,2.290816327,11.02477477,1.295045045,0.22972973,166.9301802,1.493243243,17.66441441,2.77027027,10940.6982,13229.28604,5182.024775,1571.213964,10072.15991,19177.78378,120565.1351,16064.88063,0,0,2.781531532
자야,A,2.28166519,12.93301435,1.483253589,0.172248804,184.5837321,1.468899522,106.6937799,2.679425837,11269.15311,18006.20574,464.7751196,1154.947368,9470.08134,18861.98565,136134.7464,14877.74163,0,0,12.24401914
자크,A,4,11,0,1,121,1,25,2,9733,1196,9678,20599,15617,12421,76595,25707,0,0,41
잭스,A,2.208333333,8.2,1.8,0.6,125.6,1.2,0,1.8,9805.2,12043.8,4381.2,6041.2,14453.8,17163.4,100435.4,25268,0,0,14.4
제드,A,2.363636364,12,0,0,150,2,0,3.5,9933.5,12924.5,701.5,1358.5,8359.5,14358,95665.5,13735.5,0,0,5
제라스,A,2.160493827,2.3125,0.5,0.1875,160.5625,1.1875,0,2.25,9688.0625,470.9375,16307.1875,398.5625,6610.3125,17062.8125,106236.9375,10885,0,0,19.625
제이스,A,1.242424242,7.166666667,0.5,0,139.3333333,1.333333333,0,1.833333333,8471.5,10879.66667,1604.333333,546.1666667,7435,12858.83333,83597.5,12228,0,0,5.333333333
조이,A,2.2,10,1,0,158,1,0,2,8718,1524,10900,1118,9565,13035,106940,12059,0,0,26
직스,A,2.242819843,6.567567568,2.391891892,0.182432432,175.7972973,1.236486486,0,2.5,10683.60811,860.1486486,18485.57432,716.3986486,8008.972973,19537.31757,136484.4797,12881.99324,0,0,16.38513514
진,A,2.987039287,8.199230029,0.997112608,0.138594803,171.3512993,1.53705486,1022.085659,3.283926853,10986.66025,13373.69682,1495.735322,3161.115496,8946.696824,15147.08085,123283.794,14356.46968,0,0,18.13378248
징크스,A,2.495994507,15.76662777,1.796966161,0.254375729,178.9696616,1.656942824,543.9393232,3.278879813,11219.21704,14478.21354,1101.011669,1258.001167,9058.080513,16779.25671,133110.007,14334.05251,0,0,12.76429405
초가스,A,1.4,1,0,0,167.5,1,0,0,8724.5,625.5,11192.5,4066,9924.5,12826.5,97487.5,19058,0,0,82.5
카르마,A,2,4,1,0,179,1,0,3,11777,526,11830,1960,13458,12838,118913,21934,0,0,16
카시오페아,A,2.753846154,10.77777778,0.814814815,0.055555556,165.9814815,1.574074074,0,3.074074074,10640.57407,423.7777778,14714.35185,4356.833333,10785.09259,15208.35185,102549.3889,16466.87037,0,0,24.24074074
카이사,A,2.219178082,13.5625,1.120192308,0.139423077,175.0576923,1.504807692,460.0288462,3.168269231,11263.37981,10643.37019,3500.341346,1632.740385,9880.1875,15268.72596,121683.3413,15478.45192,0,0,1.769230769
카타리나,A,#DIV/0!,0,3,0,97,3,0,8,8140,1599,1814,922,4321,3457,46728,5034,0,0,0
칼리스타,A,2.369230769,16.52307692,1.530769231,0.3,179.9538462,1.684615385,379.2076923,3.453846154,11522.80769,13973.22308,844.0076923,1470.592308,10481.52308,15163.34615,123972.3846,16476.48462,0,0,12.25384615
케넨,A,3.2,0,2,1,144,1,0,2,10233,1659,11886,2283,7962,13545,82236,15030,0,0,17
케이틀린,A,2.3359375,11.94791667,1.69375,0.204166667,180.4229167,1.504166667,899.0875,3.133333333,11365.26042,14816.94792,1311.991667,1651.48125,8819.402083,16594.67708,134252.6688,14443.46458,0,0,13.51458333
코그모,A,2.422131148,11.97727273,1.795454545,0.295454545,171.9772727,1.522727273,358.5909091,2.795454545,11113.75,8670.363636,8864.204545,1190.159091,9912.045455,19399.20455,120456.6364,15131.61364,0,0,7.25
퀸,A,1,0,0,0,57.5,1,199,0,3635.5,5599.5,130,699,2325.5,5954,26531.5,6116.5,0,0,8.5
킨드레드,A,1.604477612,8.368421053,0.789473684,0,139.1052632,1.684210526,442.5263158,2.894736842,9504.842105,11994.68421,2958.631579,5463.842105,12138.31579,15492.47368,87967.52632,18736.31579,0,0,3.526315789
탈리야,A,0.833333333,0,0,0,115,2,0,2,7132,1005,8429,0,7705,9883,61479,10344,0,0,17
트리스타나,A,2.575418994,15.2,2.4,0.171428571,170.8857143,1.685714286,498.8857143,3.371428571,11816.28571,13266.85714,2033.171429,1482.885714,10113.22857,17068.08571,133320.7714,15484.25714,0,0,5.285714286
트린다미어,A,2.75,16,1,0,104,1,404,2,8139,8728,422,3360,11745,10146,74802,13632,0,0,4
트위스티드 페이트,A,1.6,0,0,0,106,1,141,0,7297,882,5840,594,9054,6722,62857,14290,0,0,31
트위치,A,2.629283489,11.12068966,1.793103448,0.24137931,146.0172414,1.75862069,457.6896552,3.775862069,10910.7931,13788.22414,719.3275862,1466.775862,9679.862069,17623.22414,104759.1724,15163.36207,0,0,6.603448276
파이크,A,2.5,0,1,0,65,2,0,5,18284,16511,0,6769,12469,21942,41081,29960,0,0,36
하이머딩거,A,1.720930233,3.875,1,0.125,134.875,0.875,0,1.75,8749.25,488.625,13814,875.125,6999.625,14314.625,90315.75,10900,0,0,14
가렌,J,0.285714286,69,0,0,24,0,0,0,4540,3093,0,2921,10757,3875,63312,14618,0,0,18
그라가스,J,2.992647059,109.637931,0.431034483,0.120689655,26.75862069,1.25862069,0,2.965517241,9913.672414,1052.793103,12692.86207,12200.77586,16400.05172,14496.34483,128843.7241,25603.27586,0,0,25.24137931
그레이브즈,J,2.8082397,126.8777778,1.272222222,0.161111111,50.11481481,1.575925926,462.8777778,3.718518519,11614.48333,14674.17963,804.512963,6373.812963,12701.40185,16756.87222,164548.7185,20191.91111,0,0,16.91111111
그웬,J,2.339130435,121.9591837,1.224489796,0.224489796,46.28571429,1.489795918,0,2.959183673,10708.69388,2596.510204,8390.77551,8420.265306,17850.97959,14762.7551,150178.3265,25618.22449,0,0,7.734693878
녹턴,J,2.226708075,119.3529412,0.666666667,0.098039216,28.1372549,1.333333333,70.58823529,3.098039216,10557.19608,12823.78431,1043.745098,8974.705882,16547.76471,14762.27451,141757.0784,24377.03922,0,0,167.6078431
누누와 윌럼프,J,3.856521739,105.6666667,0.740740741,0.055555556,25.94444444,1.203703704,3.888888889,2.611111111,9647.462963,998.5185185,9355.092593,14818.42593,18062.7963,11171.75926,119822.2778,27090.53704,0,0,30.98148148
니달리,J,3.473040578,122.9482759,0.995073892,0.194581281,27.83497537,1.588669951,0.692118227,4.477832512,10897.23892,1221.278325,14294.04433,12695.13054,16690.35714,16311.3867,140661.9138,24815.65271,0,0,3.310344828
다리우스,J,1.390243902,83.16666667,0.166666667,0,27.16666667,1.333333333,0.166666667,3.666666667,7774.833333,7147.666667,9,5928.833333,14120.66667,8704.666667,92163.5,20367.16667,0,0,14.66666667
다이애나,J,2.454545455,119.1265823,0.759493671,0.075949367,34.65822785,1.392405063,0,2.898734177,10746.86076,1729.240506,13465.06329,5888.556962,13640.5443,16070.64557,148054.9873,21230.82278,0,0,7.455696203
람머스,J,4.875,116.25,1,0.25,40.25,1.25,28.25,1.875,9986.125,1773,9037.625,6989.875,12468.625,11637.75,134343.5,20444.25,0,0,29.375
럼블,J,2.988505747,112.625,0.6875,0.125,32.75,1.5625,0,4.75,10773.25,882.875,17648.25,6065.1875,14353.3125,19767.8125,131127.375,21494,0,0,11.75
레넥톤,J,4.5,128,0,0,68,1,0,4,13655,18410,1184,22339,36571,21272,185312,53664,0,0,28
렉사이,J,3.055226824,114.0188679,0.971698113,0.08490566,22.28301887,1.518867925,14.19811321,4.150943396,10602.98113,10674.33962,51.64150943,9984.698113,15151.03774,13846.56604,127203.3774,22275.58491,0,0,18.33962264
렝가,J,2.504065041,110.9,1.45,0.2,29.7,1.4,119.1,3.5,11375.45,13643.9,1015.25,11291.5,19146.5,15716.6,131392.2,29045.85,0,0,11.9
리 신,J,3.124246988,108.5408039,0.922046285,0.119366626,26.62362972,1.468940317,0.007308161,3.985383678,10508.71742,11003.79415,1869.19732,7484.563946,17196.35323,13609.36419,124808.8161,26807.35445,0,0,15.56881851
리븐,J,0,60,0,0,1,0,0,0,3380,565,53,2197,5482,711,36849,8406,0,0,5
릴리아,J,3.167286245,123.2372881,0.525423729,0.06779661,41.69491525,1.491525424,0,4.06779661,10733.62712,798.4915254,11155.77966,12256.01695,17020.66102,16401.52542,152297.2034,25241.18644,0,0,20.01694915
마스터 이,J,1.512987013,104.85,0.6,0.15,28.2,1.85,342,2.6,10356.1,9519.1,316.2,6749.25,15520.45,13928.55,129603.95,23518.35,0,0,3.2
마오카이,J,0.5,61,0,0,5,0,0,0,4243,992,3098,5716,9443,4174,54012,16121,0,0,22
모르가나,J,11.2,109,1,0,30.66666667,2,0,3.666666667,10152.33333,1355.333333,12435.33333,11015.33333,13880,15005.66667,117461,19465,0,0,50
바이,J,2.574344023,115.5454545,0.96969697,0.136363636,28.16666667,1.5,87.98484848,3.757575758,10355.98485,12277.5303,176.3333333,6266.969697,14038.33333,13516.56061,132024.9545,21028.48485,0,0,23.09090909
베인,J,1.294117647,92,1,0,61,1,272,3,11725.5,9168,25,4462,13350.5,16108.5,140137,21174.5,0,0,12
볼리베어,J,2.333333333,101.7368421,0.315789474,0.105263158,19.84210526,1.315789474,2,2.368421053,9032.421053,6698,3474,7314.315789,15606.68421,11377.89474,104824.0526,23966.68421,0,0,19.52631579
비에고,J,2.667929891,112.0603865,0.929951691,0.140096618,30.78502415,1.661835749,455.7705314,3.649758454,10571.95894,11117.60628,1651.987923,10562.45169,16836.98309,13757.6256,130121.8792,25383.80193,0,0,13.99758454
뽀삐,J,2.975433526,103.4532374,0.64028777,0.086330935,24.02158273,1.273381295,4.755395683,3.014388489,9784.079137,10309.23741,1519.294964,6498.107914,14032.7482,12987.92806,113198.6259,22018.25899,0,0,29.64028777
사일러스,J,2,76,0,0,31,1,0,2,8687,1758,10098,7836,20260,12265,93243,29301,0,0,15
샤코,J,3.852272727,111.1025641,0.564102564,0.076923077,26.97435897,1.461538462,262.4358974,4.282051282,11053.74359,5825.358974,8877.179487,6156.282051,13735.4359,16642.51282,121169.641,20623.64103,0,0,27.87179487
세주아니,J,3.034482759,96.26086957,0.304347826,0,26.13043478,1.043478261,2.652173913,1.739130435,9120.173913,5060.73913,4473.565217,6459.217391,15484.91304,10498.30435,104816.6957,24731.91304,0,0,29.73913043
소라카,J,1,74,0,0,15,0,0,0,5793,105,2611,11155,11681,2757,62785,17958,0,0,19
쉬바나,J,4,124.1666667,0.666666667,0,67.66666667,1.333333333,0,3.5,11093.5,1977.5,16247.5,7248.166667,17744,19226.16667,176225.3333,27670.16667,0,0,3.833333333
스카너,J,5.2,103,0.5,0,40,1,0,3.5,9864,4352.5,3212.5,6963.5,12066.5,8662,118032,18425.5,0,0,32
신 짜오,J,2.895187871,107.0726073,1.148514851,0.132013201,28.96039604,1.511551155,28.67656766,3.547854785,10178.43894,12781.60726,1233.792079,12628.47195,18384.52145,14952.9703,123954.7591,28440.71947,0,0,18.80858086
신드라,J,4.4,125,0,0,25,1,0,3,11770,1289,20877,6717,15120,23668,140176,24352,0,0,34
쓰레쉬,J,#DIV/0!,0,0,0,3,0,0,0,787,94,137,0,99,311,1284,202,0,0,1
아무무,J,1.885245902,102.2727273,0.090909091,0.090909091,22.09090909,1.181818182,1.454545455,1.636363636,8689.363636,1624.545455,7164.818182,4974,14149.45455,10894.90909,106499.8182,22672.27273,0,0,29.18181818
아이번,J,4.322580645,98.67857143,0.785714286,0.107142857,15.28571429,1,0,1.642857143,8493.285714,1920.714286,4510.142857,4198.464286,6183.392857,7026.892857,274265.1786,10647.07143,0,0,32.75
아크샨,J,2.188405797,91.9,1.2,0.1,29.9,1.5,614.2,4.8,11316.9,14285.5,2252.7,4937.2,13890.5,19147.8,119153.6,19801.7,0,0,5.6
에코,J,3.054497702,113.1,0.960606061,0.118181818,33.16060606,1.587878788,0,4.163636364,10596.40303,1965.951515,12326.85152,9301.081818,16847.83333,15185.4,143117.5545,24640.37576,0,0,13.97575758
엘리스,J,2.842519685,88.84782609,0.913043478,0.25,22.64130435,1.52173913,0,3.989130435,10373.32609,1309.130435,12968.58696,7188.043478,12460.6413,15292.53261,100053.9674,20601.02174,0,0,20.92391304
오공,J,3.54,109.6153846,1.692307692,0.153846154,33,1.538461538,0,4.384615385,10491,11030.30769,2284.769231,7900.307692,15063.15385,14385.69231,129242.0769,22868.69231,0,0,14.23076923
올라프,J,2.554794521,126.8571429,1.035714286,0.178571429,30.46428571,1.464285714,0.5,3.607142857,10780.96429,11454.17857,131.7857143,10842.85714,18168,16242.07143,147757.4643,29044.89286,0,0,12.28571429
우디르,J,2.918918919,109.3846154,0.846153846,0,28.65384615,1.5,0.076923077,2.884615385,9357.615385,5201.346154,3646.615385,8220.423077,15317.73077,9945.153846,118143.1538,23174,0,0,21.76923077
우르곳,J,1.380952381,91.66666667,0.5,0,27.83333333,1.166666667,0,1.333333333,8279.833333,10164.5,29,4914,14450,11601,99162,22984.33333,0,0,20.16666667
워윅,J,2.235294118,119.25,0.5,0,28,1.125,132.25,3.25,11120.375,6615.125,7616.75,17140,21451.25,15674.5,131523.125,32553.75,0,0,25.25
이블린,J,2.875739645,109.2571429,0.257142857,0.057142857,18.8,1.371428571,0,4.171428571,9953.428571,544.0571429,14164.85714,7480.057143,14217.51429,15587.57143,113889.4286,21242.11429,0,0,8.257142857
자르반 4세,J,4.061674009,98.13207547,0.650943396,0.056603774,24.83962264,1.283018868,0.830188679,3.29245283,9713.415094,9636.518868,961.9056604,7784.981132,15908.51887,11368.25472,108401.5,24217.62264,0,0,18.74528302
자크,J,4.085714286,104.8083333,0.483333333,0.091666667,27.21666667,1.425,5.166666667,3.316666667,10141.85,1018.683333,11480.38333,31554.075,17757.5,13551.13333,118653.8583,29183.38333,0,0,38.80833333
잭스,J,2.928571429,95.66666667,1.666666667,0,31,1.666666667,0,3,9702.666667,8761,3070.333333,8105.333333,15404.66667,12414.66667,109442.3333,23284,0,0,14.66666667
제드,J,2.751028807,121.0879121,0.835164835,0.153846154,28.94505495,1.593406593,0,3.934065934,10979.02198,14408.78022,708.1208791,7061.351648,14722.82418,16077,137074.2418,21825.41758,0,0,6.131868132
징크스,J,1.166666667,123,0,0,36,1,1567,0,9746,14032,227,5334,23804,18082,151302,33484,0,0,10
초가스,J,2,100,1,0,12,1,18,2,9081,1667,6076,5676,12693,10047,98369,21593,0,0,51
카밀,J,0.923076923,69,0,0,26,1,0,0,10236,8314,359,10044,25679,11876,84110,37435,0,0,18
카서스,J,2.369934641,133.4272727,0.6,0.072727273,50.18181818,1.572727273,0,3.227272727,11986.65455,269.9181818,24051.24545,6445.745455,15696.06364,25638.40909,176519.3909,23471.99091,0,0,14.98181818
카직스,J,2.609311741,123.5731707,0.865853659,0.109756098,24.1097561,1.768292683,27.67073171,4.426829268,12250.84146,17799.39024,1221.658537,9653.609756,17122.14634,20439.73171,143987.2195,25230.54878,0,0,8.707317073
케인,J,2.467196819,124.5764706,0.517647059,0.070588235,31.69411765,1.611764706,7.494117647,3.8,11247.58824,14673.27059,1165.411765,11247.6,17653.43529,17017.43529,149218.4588,26294.50588,0,0,9.858823529
키아나,J,2.55625,110.7179487,0.547008547,0.076923077,28.55555556,1.504273504,4.888888889,3.871794872,10363.80342,13455.68376,1045.188034,6183.65812,14672.98291,15164.2735,134960.188,21847.24786,0,0,16.68376068
킨드레드,J,2.385016287,117.8941176,1.258823529,0.117647059,36.39215686,1.615686275,693.8627451,3.482352941,11215.5098,12213.32157,2623.345098,10080.58039,14319.78039,16851.85882,145814.3647,21527.84706,0,0,6.498039216
타릭,J,2.12,86,0.333333333,0,43.33333333,1.666666667,0,2.333333333,9751.666667,3187.333333,8554.666667,19412.33333,20851,13054.66667,98856.33333,33709.66667,0,0,35
탈론,J,2.520928712,131.6210131,0.722326454,0.056285178,35.8424015,1.478424015,477.5703565,3.808630394,11413.5122,15765.46904,39,7169.774859,17028.00563,16880.77486,156547.8537,24945.36773,0,0,4.838649156
탈리야,J,3.00522466,117.4812834,0.737967914,0.085561497,30.85026738,1.56684492,0,3.828877005,10523.22995,855.2192513,14940.04813,4922.625668,12322.69519,16988.5508,136629.7326,18943.5508,0,0,14.51871658
트런들,J,3.457943925,95.33333333,1.416666667,0.083333333,23.54166667,1.208333333,1.625,3.833333333,10105.66667,9989.708333,1685.083333,15710.29167,19472.95833,12693.95833,104469.75,29802,0,0,20.91666667
판테온,J,1.585365854,80.25,0.5,0,24.75,1.25,0,2.75,10499.25,18063,407.25,4405.25,12366.75,19256.75,94878.75,21992.5,0,0,22.5
피들스틱,J,3.794326241,123.1515152,0.696969697,0.121212121,28.36363636,1.484848485,0,3.424242424,10535.39394,186.9393939,14448.06061,12324.69697,15350.09091,15581.06061,140017.4848,22799.87879,0,0,34.75757576
헤카림,J,3.279207921,124.0816327,0.816326531,0.071428571,26.42857143,1.653061224,37.20408163,4.285714286,11012.58163,12204.33673,2245.918367,13836.38776,20081.12245,15602.17347,143289.7041,31253.46939,0,0,19.21428571
가렌,M,1.3125,9.333333333,1.166666667,0,148.1666667,1,766.5,1.5,9296.333333,8043.666667,0,1126.833333,11485.83333,10873.5,103789.3333,18958,0,0,19.16666667
갈리오,M,2.764880952,2.551219512,0.512195122,0.073170732,137.5170732,1.131707317,0.009756098,2.092682927,8978.639024,199.7463415,12202.11707,1414.97561,12025.90732,12502.22927,89912.90732,17461.30244,0,0,29.96585366
갱플랭크,M,2.214285714,10.33333333,1.666666667,0,167.3333333,1,912,2.333333333,11574.66667,11981.66667,4254.333333,5643.666667,10581.66667,19181.66667,144623.6667,19619,0,0,9.666666667
그라가스,M,2.363636364,4.846153846,0.230769231,0,125.0769231,1,0,2,7430.538462,1005.769231,8877.307692,5979.461538,10820.92308,9896.538462,75166.38462,16275.84615,0,0,29.61538462
그레이브즈,M,1.676229508,13.56818182,1.113636364,0.022727273,173.5,1.386363636,317.4772727,2.204545455,10228.97727,13436.59091,733.7045455,2023.022727,10469.22727,14664.25,129895.6818,17429.18182,0,0,12.59090909
그웬,M,1.323076923,11.57142857,0.857142857,0.095238095,158,1.380952381,27.23809524,1.571428571,9547.285714,4042.428571,6694.666667,2403.47619,13803.85714,14284.2381,103213.1905,21596.95238,0,0,4.80952381
나르,M,0.428571429,0,0,0,57,1,0,2,4945,5773,313,132,8964,6384,31198,10161,0,0,13
나서스,M,1.363636364,1.666666667,1.333333333,0.666666667,84.33333333,0.666666667,0,0.666666667,6110,2510.666667,3431,313.6666667,6536,5942.333333,54203.33333,11444,0,0,9.666666667
녹턴,M,1.8,1,0.333333333,0,122,1,0,2,8835,12218.33333,1372,3587,11782.66667,13968.66667,77584.66667,19890.33333,0,0,101
누누와 윌럼프,M,3.695652174,11.71428571,0.428571429,0,132.7142857,1.571428571,0,5.142857143,12427.28571,574.4285714,19504.85714,11233.71429,15224.28571,21662.28571,120274.1429,27106.42857,0,0,44.42857143
니코,M,2.220338983,5.083333333,0.833333333,0.208333333,159.125,1.375,0,2.625,9968.791667,1266.291667,12358.625,1386.791667,8593,14122.08333,103203.75,15575.375,0,0,29.75
다리우스,M,1.3,7.5,0.5,0,111.5,2,0,3,7844.5,7929,0,3703,17473,9429.5,72169,24150,0,0,11.5
다이애나,M,1.3125,7.583333333,0.833333333,0.166666667,124.8333333,1.083333333,0,2.25,7333.25,1590.583333,9752.583333,204.1666667,7000.25,11623.08333,79385.66667,12872.91667,0,0,4
드레이븐,M,1.785714286,15.7,1.7,0,168.4,1.5,830.1,3,11940.9,18064.8,367.4,557.8,11308.8,19395.6,139683,18738.7,0,0,10
라이즈,M,2.19005848,13.08,0.895384615,0.061538462,173.9846154,1.264615385,0,2.4,10385.58769,938.4615385,13691.16,2270.492308,11587.14154,14712.19077,132278.9108,19003.08923,0,0,21.80307692
럭스,M,2.979104478,6.873239437,0.676056338,0.098591549,181.4507042,1.267605634,0,3.112676056,11435.16901,1282.605634,17997.50704,660.3802817,6967.112676,19858.26761,130817.2394,12359.67606,0,0,36.12676056
럼블,M,2.630769231,6.8,0.233333333,0.033333333,134.4333333,1.3,0,3.7,8961,559.2333333,14779.2,1207.3,8425.166667,15848.4,89383,14726.63333,0,0,10.93333333
레넥톤,M,2.555984556,9.357142857,0.857142857,0.053571429,170,1.232142857,0.732142857,2.714285714,10623.17857,12493.125,1351.089286,6890.910714,16361.67857,14246.91071,118391.8571,28473.5,0,0,17.46428571
렐,M,2.5,0,0,0,48,1,0,0,4203,522,1897,332,3459,2748,21785,5944,0,0,15
렝가,M,1.625,18,0,0,101.5,1.5,427.5,3.5,10547.5,15824.5,1302.5,4539,15966,17683,81976,24482.5,0,0,9.5
