name,position,KDA,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,totalHeal,physicalDamageTaken,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,timeCCingOthers
리 신,A,4.076923077,11.33333333,1,0,138,1,0,4.333333333,12418.66667,15844,3005,3961.666667,14564.66667,19203,114681,25246,0,0,18
리븐,A,2.5,17.5,1,0.5,174.5,1,0,4.5,13441,14924.5,0,3559.5,16244,15629.5,139982.5,23499,0,0,26
리산드라,A,1.68,3.6,0,0,112.2,1,0,0.6,7296.8,894.6,6687,1206.2,7871,7653,69164.2,12681,0,0,24.8
릴리아,A,3,0,0,0,84,1,0,0,4822,894,6095,843,8978,8110,48399,10421,0,0,5
마스터 이,A,2.666666667,12.16666667,0,0,30.83333333,0.5,47.5,0.5,3320.5,1748.833333,0,1019.5,4370.166667,2095.333333,27560,6413.5,0,0,0.166666667
마오카이,A,0.897435897,1.666666667,0.666666667,0,123.3333333,1.333333333,0,2.666666667,9815.333333,2184.666667,8317.333333,6790.333333,15958.66667,11253.66667,66447,28505,0,0,67.66666667
말자하,A,2.142857143,19,0,0,200,2,0,3,12910,374,23033,4952,12056,23670,157425,21550,0,0,47
말파이트,A,0.923076923,1.333333333,0,0.333333333,44,0.666666667,0.666666667,1.333333333,3778.333333,959.3333333,4578.333333,985,3933,5578.333333,25627,7953.333333,0,0,13
모데카이저,A,4.142857143,2,0,0,100,1,2,2,8405.5,1839.5,10829.5,2684,16576,13420,64076,27051,0,0,7
모르가나,A,0.875,2,1,0,100,0.5,0,1,6004.5,256.5,6727.5,2095.5,3970,6988,63067,9749,0,0,20.5
문도 박사,A,1.230769231,2,0.5,0,107.5,1,0,1,7330.5,3034,6793.5,8605.5,13965,9876,59732,25954.5,0,0,13
미스 포츈,A,1.698626336,9.617443013,1.346878097,0.17839445,170.3894945,1.512388503,634.1922696,3.031714569,11205.68781,14956.27156,1608.361744,1183.918731,9461.368682,17311.90486,117627.0168,15336.50446,0,0,8.50148662
바루스,A,1.755555556,10.79651163,1.354651163,0.203488372,176.8895349,1.534883721,285.622093,3.191860465,11483.59884,13185.67442,3648.505814,1552.494186,9468.069767,17194.37791,126148.2442,15423.88953,0,0,23.34302326
바이,A,2.125,0,1,0,75.5,1,0,3,7000.5,9616,0,951,4635,10314,61221.5,9843.5,0,0,15.5
베이가,A,1.972972973,4.181818182,0.636363636,0.181818182,170.7272727,1.181818182,0,3,11487.27273,535.1818182,16033.90909,1930.272727,9763.636364,16700.63636,125460,17955.81818,0,0,19.90909091
베인,A,2.267331151,11.7002437,1.402112104,0.222583266,160.2120227,1.681559708,290.9366369,3.300568643,10933.59789,10821.07555,587.1640942,1722.871649,10401.97157,15680.74005,105122.1974,16392.29326,0,0,7.90170593
벡스,A,1.614035088,5.25,1,0.125,123,1.125,0,2.625,9490.625,1267,14837,1522.625,8258.625,16820.25,97622,15367,0,0,26.875
벨코즈,A,1.333988212,3.14516129,0.806451613,0.080645161,178.1935484,1.306451613,0,3.403225806,12094.91935,524.8870968,14926.3871,1101.129032,7450.5,21662.3871,123794.3226,12296.56452,0,0,23.22580645
브랜드,A,1.818181818,10,0.5,0,167.5,1.5,0,2.5,9699.5,539.5,15697.5,1427.5,5844.5,16525.5,108307,14735.5,0,0,8.5
블라디미르,A,2.8,2,0.125,0,147.75,1,0,1.375,9174.875,914.25,12711.375,14415.75,17879.75,14138.25,97286.625,26987.25,0,0,2.75
블리츠크랭크,A,2.4,0,0,0,47,1,0,0,5852,1759,6338,0,4910,8748,32560,11498,0,0,23
비에고,A,2.7,18,1,0,147,2,359.5,4.5,12196,12594,1981,4506.5,12006.5,15042.5,115309,18988,0,0,12.5
빅토르,A,1.515555556,8.172413793,1.068965517,0.206896552,184.6206897,1.551724138,0,2.931034483,11769.93103,705.9310345,21915.65517,1986.724138,9501.965517,23119.51724,142531.4138,16073.72414,0,0,20.62068966
뽀삐,A,1.166666667,0,2,0,101,1,0,4,8423,4457,1630,250,7290,6658,50286,11415,0,0,15
사미라,A,2.309548952,10.64760148,1.127306273,0.161439114,165.2232472,1.864391144,556.3736162,3.583948339,11290.78506,13976.36716,2273.766605,1559.702952,11594.86808,16631.9428,110332.453,18560.14852,0,0,3.049815498
사이온,A,#DIV/0!,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0
사일러스,A,3.071428571,5.8,0.8,0.2,121.4,1.8,96.8,3.8,10077.4,669.2,16689.4,5060.6,12884.8,17661.8,87146,23570.4,0,0,22.4
샤코,A,#DIV/0!,0,0,0,2,0,0,0,822,274,438,0,609,766,2435,716,0,0,3
세나,A,0.876363636,6.425925926,0.685185185,0.185185185,124.1111111,1.111111111,427.6481481,1.759259259,9265.62963,12118.68519,148.462963,7402.018519,8582.148148,13091.75926,76370.35185,13912.74074,0,0,18.16666667
세라핀,A,0.9344,4.03125,0.828125,0.015625,146.203125,1.265625,0,2.546875,9366.875,1431.03125,12570.34375,2769.609375,7338.671875,14151.8125,97292.70313,11994.64063,0,0,24.453125
세트,A,6,7,0,0,127,1,0,0,6251,8896,0,445,7632,12459,73450,16707,0,0,18
소라카,A,#DIV/0!,0,0,0,1,0,0,0,735,505,316,138,820,822,1863,836,0,0,1
쉔,A,0.622222222,13,0.5,0,99,1.5,21.5,3.5,12616,11103.5,18769,4386.5,17094,31632,99175,34891,0,0,47.5
쉬바나,A,#DIV/0!,0,0,0,33,0,0,0,2511,903,1927,0,11198,2831,17695,11668,0,0,0
스웨인,A,1.164410058,5.017857143,0.6875,0.125,152.6071429,1.607142857,0,2.705357143,10432.125,1217.946429,15242.14286,5458.580357,11197.22321,16816.5,101663.9911,20108.15179,0,0,34.21428571
시비르,A,1.332451499,11.55882353,1.566176471,0.198529412,187.0220588,1.345588235,252.6544118,2.514705882,11437.40441,18113.30882,225.6102941,2001.852941,9455.147059,18763.03676,150955.625,15352.70588,0,0,1.757352941
신 짜오,A,1.5,8,2,0,112,1,425,4,7783,5356,1138,4626,10462,6855,70893,13089,0,0,7
신드라,A,1.562937063,3.346938776,0.693877551,0.081632653,152.0816327,1.224489796,0,2.224489796,9210.469388,747.2653061,13419.38776,1172.285714,6755.387755,14302.59184,94744.53061,12116,0,0,26.85714286
신지드,A,1.064516129,3.4,0.8,0.4,87.8,0.8,0,1,5979.2,297.4,8248,1177.8,9322.4,8938,69069,15574,0,0,20.2
아리,A,3.333333333,0,1,0,225,1,0,2,11725,935,8803,3322,9822,12672,127496,16543,0,0,12
아우렐리온 솔,A,#DIV/0!,0,0,0,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0
아지르,A,3,10,2,0,169,1,0,7,11996,1143,15769,3067,9485,18010,128881,14940,0,0,10
아칼리,A,1.466666667,1.333333333,0.666666667,0,118,1,0,0,7345,1115,9301.666667,1787.666667,11523,10622.33333,65179.66667,18942.33333,0,0,0.666666667
아크샨,A,2.398058252,8.125,1,0.1875,159.8125,1.6875,554.125,3.5625,12046.75,16778.5,3274,1520.8125,13044.6875,21341,125612.625,19947.75,0,0,2.3125
아트록스,A,5,0,1,0,140,1,0,0,8272,3724,0,2583,10004,4391,59694,19088,0,0,5
아펠리오스,A,2.040966215,12.30382196,1.57329463,0.19932269,168.4983067,1.546686018,611.6661829,2.825834543,11003.52733,15429.97291,1048.036768,2285.243832,9906.254959,16919.29124,122531.9932,16118.1195,0,0,14.5205612
애니,A,1.5,7.5,0.5,0,166,2,11.5,6.5,12560.5,1046.5,22250.5,2280.5,8241,23834.5,105331,14180.5,0,0,31.5
애니비아,A,1.346456693,6.875,0.5625,0,166.4375,1.5,0,2.375,11004.5625,832.0625,15476.3125,1890.3125,10104.875,17247.3125,110718.375,16884.9375,0,0,34
애쉬,A,1.297086451,9.974393531,1.252021563,0.180592992,159.425876,1.378706199,275.9366577,2.355795148,10435.27089,12760.52426,1777.867925,1107.090296,9682.297844,14957.54582,107639.3491,15360.93666,0,0,34.75067385
야스오,A,1.927753934,13.08108108,1.522522523,0.207207207,166.0630631,1.432432432,742.7567568,2.828828829,11050.41441,11572.12162,1116.941441,1606.977477,11253.21171,13002.49099,129323.4099,17285.17568,0,0,19.06756757
에코,A,3,4,0,0,128,1,0,3,9978,1810,11619,4463,25832,13905,109735,30689,0,0,20
오공,A,4.923076923,2,0.5,0,128.25,1.75,90.5,3.25,10064.5,13722.5,2128.5,4155.25,13631.5,16591.75,79212.5,25842.5,0,0,11.75
오리아나,A,0.875,4,0,0,99.5,1,0,1,5303,261.5,4759,496.5,4169.5,5159,45336,7110,0,0,9.5
요네,A,2.517241379,19.02222222,2,0.2,159.6666667,1.555555556,545.7555556,3.622222222,11823.57778,12317.77778,3512.755556,1463.688889,12596.2,18115.51111,140443.5111,21148.91111,0,0,20.62222222
요릭,A,9,1.5,0,0,91,0.5,0,1,4406,2805.5,1359.5,1162.5,5637.5,4166,35261,8704.5,0,0,3.5
이렐리아,A,3.078651685,8.409090909,0.772727273,0.181818182,160.9545455,1.545454545,177.6363636,3.090909091,9997.272727,10009.59091,3697.090909,2414.909091,12452.31818,14174.40909,106258.8636,19610.77273,0,0,10.31818182
이즈리얼,A,1.649849882,10.59867452,1.255891016,0.196244477,168.0069956,1.468335788,19.71612666,2.939985272,11171.46171,13728.07143,5447.364507,1845.677467,10283.09794,19929.87113,124383.2769,16974.23601,0,0,2.939985272
일라오이,A,#DIV/0!,0,0,0,96,0,0,0,4336,4419,56,1163,3760,4607,54008,4141,0,0,1
자르반 4세,A,1.333333333,7,1,0,95,1,0,0,7747,4858,507,1230,10254,5365,43808,15995,0,0,11
자야,A,1.582652254,11.6511194,1.322761194,0.160447761,174.6315299,1.39738806,136.7509328,2.619402985,11075.81063,17765.23414,544.2192164,1379.13153,9279.440299,18641.1931,129582.4571,15320.3666,0,0,12.65205224
잭스,A,2.317073171,10.875,1.25,0.125,117.5,0.875,0,2.75,9177.125,12858.5,3651.25,3798.875,11591.625,16862,94629.75,20449.625,0,0,16.75
제드,A,2.438356164,9.75,0.916666667,0,148.0833333,1.583333333,0,3.25,11249.83333,20621.83333,989.5,1418,12734.25,22774.66667,114376.8333,18268.16667,0,0,6.166666667
제라스,A,1.244328098,5.828358209,0.619402985,0.097014925,167.2537313,1.328358209,0,3.291044776,11291.55224,562.4104478,20357.01493,749.0597015,7199.686567,21462.79104,125368.6119,12181.3806,0,0,20.26119403
제이스,A,3.007194245,6.130434783,0.760869565,0.152173913,113.9130435,1,0,1.413043478,7424.717391,9920.217391,1742.652174,643.3043478,7740.326087,12007.71739,73530.15217,11745.47826,0,0,5.673913043
조이,A,1.857142857,3,0.2,0,154,1.2,0,4.8,10495.6,2334.2,14312,2581.4,10363.2,18706.2,105173,16317.2,0,0,27.2
직스,A,1.262447878,8.096646943,2.41025641,0.197238659,180.1301775,1.307692308,0,2.668639053,11229.15779,830.3668639,20357.49507,1006.207101,7756.964497,21397.15187,146514.9625,13660.64103,0,0,16.66074951
진,A,1.44139802,8.365265334,1.011486331,0.14771422,168.726855,1.497358144,1052.614748,3.3356306,11090.90053,13748.92327,1537.677923,3124.009419,8987.415346,15592.45187,124342.4335,14855.67057,0,0,19.27061796
질리언,A,0.733333333,1.333333333,0,0,72,0.666666667,0,1,4844,981.3333333,4717.333333,2975.333333,8508.333333,5747,47070.33333,11118.33333,0,0,20
징크스,A,1.69614133,14.73424747,1.738818152,0.266079008,173.8109696,1.650342801,564.1312439,3.211557297,11250.03754,14836.49918,1092.164545,1459.621939,9497.793993,17220.88541,131632.4476,15443.73359,0,0,14.165524
초가스,A,2.433333333,7.166666667,0.333333333,0.166666667,139.5,1.166666667,0,1.5,9554.833333,1369.166667,8821.5,4882.833333,11304,11916.66667,102023.5,21649.83333,0,0,65.66666667
카르마,A,2.25,0,0,0,129.3333333,0.666666667,0,0.666666667,8556.333333,1229.333333,15017.33333,1630,11156.66667,16719.66667,82484.66667,19517.33333,0,0,28.33333333
카밀,A,2.409090909,11.33333333,1.666666667,0,142.6666667,1.666666667,0,4,13231.66667,16853.66667,1312.666667,7613.333333,17139.66667,23388,130404.6667,33072,0,0,23
카사딘,A,2.617647059,8.285714286,1.285714286,0,151.7142857,1.714285714,0,3.571428571,10742,1465.857143,15578.57143,3082,12606.28571,17229.71429,102651.7143,19413.85714,0,0,18.28571429
카서스,A,1.660455487,16.43396226,0.660377358,0.075471698,166.3018868,1.735849057,0,2.830188679,12076.15094,266.3584906,24741.67925,1439.679245,9737.132075,25518.79245,134506.1321,17075.20755,0,0,14.77358491
카시오페아,A,1.844686649,10.91428571,0.657142857,0.095238095,168.8,1.571428571,0,3.495238095,11502.05714,368.9619048,16820.2,5136.133333,11750.64762,17345.64762,112599.3714,19798.04762,0,0,25.46666667
카이사,A,2.15180219,12.65857248,1.273730684,0.200883002,175.0404709,1.627667403,491.7807211,3.462104489,11564.21413,11147.43561,3838.522443,1778.151582,10034.68653,16087.57984,124970.6608,15922.13687,0,0,1.965415747
카타리나,A,2.909090909,8,1.5,0,139.5,1.75,0,2.75,11873.5,3955.75,12444.5,4033.75,15997.5,17083.5,120328.5,27773.75,0,0,1.75
칼리스타,A,2.205865103,14.84429066,1.380622837,0.204152249,172.1349481,1.605536332,341.1418685,3.221453287,11333.2699,14312.80277,879.6297578,1699.186851,11199.5917,15646.44983,121149.1211,17754.53979,0,0,11.51211073
케넨,A,1,8,2,0,135,1,0,0,7052,1497,6339,536,3385,8039,62104,8677,0,0,11
케이틀린,A,1.824804469,10.93114875,1.667893962,0.241163476,174.583947,1.515463918,874.2072901,3.122238586,11373.6215,15196.16348,1468.508468,1924.576583,9133.12592,17121.50515,133452.1708,15249.85493,0,0,14.13181149
케일,A,4,0,0,0,93.5,0.5,0,0,4421.5,2438.5,2625.5,1548.5,4782,5064,39104.5,7039,0,0,5
코그모,A,1.969320672,13.16751269,1.512690355,0.223350254,173.5380711,1.578680203,269.7309645,3.21319797,11769.88325,8203.365482,11858.17259,1612.436548,10936.28934,22011.10152,133185.0406,17338.82741,0,0,8.274111675
코르키,A,2,19.22222222,1.333333333,0.222222222,178.8888889,1.777777778,426,3.333333333,12059.66667,2380.444444,15363.66667,2573.333333,8735.666667,17938.77778,141647.2222,15134.11111,0,0,2
퀸,A,2.2,9.5,0.75,0,125.75,1.25,342.75,1.75,7898,8135.5,378,975.5,7263,8686.75,71434.75,12238.5,0,0,14.25
클레드,A,1.533333333,1.333333333,0.666666667,0,70.33333333,0.666666667,0,2,5714.333333,6469,865.6666667,937.6666667,8100.333333,7963.666667,42832,13614,0,0,4.666666667
키아나,A,2.428571429,2.5,0.5,0,134,1.25,0,2.25,10299.75,12098.25,1105.75,680.5,9049.5,14050.5,82323.5,15019,0,0,11.5
킨드레드,A,1.651741294,18.13461538,1.211538462,0.230769231,150.6923077,1.442307692,438.1346154,2.596153846,10909.90385,13509.75,2988.019231,6301.961538,12132.32692,17528.90385,118292.7692,18977.92308,0,0,4.519230769
타릭,A,0.666666667,2,0,0,82.5,1,1,1,7126.5,1704,4387.5,10125,11055,6092.5,40100,15173,0,0,25
탈론,A,4.235294118,47.5,1.75,0.25,135.25,2,569.25,2.5,13807,18998.75,0,4833.5,12743,19791.5,163153.75,28125.75,0,0,4.5
탈리야,A,1.388349515,12.5,0.666666667,0,140.5833333,1.166666667,0,2.583333333,10221.25,677,16676.83333,1577.416667,9256.833333,17950,105164.75,15284.83333,0,0,16.5
탐 켄치,A,4.5,4,0,0,146,2,0,5,9505,3292,7220,4314,12133,11401,67689,17552,0,0,39
트런들,A,1.952380952,10.66666667,1.333333333,1,118.6666667,1.666666667,0,2.333333333,10386.33333,10344.33333,2183,8247.666667,13934.33333,13089.33333,89316.33333,26153.66667,0,0,20
트리스타나,A,2.406107862,15.45801527,2.15648855,0.27480916,170.2480916,1.641221374,610.5534351,3.786259542,12207.4084,14279.16031,2238.641221,1689.328244,10502.04962,18269.45038,139383.645,17112.21374,0,0,5.354961832
트린다미어,A,#DIV/0!,0,0,0,114,1,385,0,4966,2670,0,3152,5741,3030,47823,12641,0,0,0
트위스티드 페이트,A,1.130434783,3.333333333,1.111111111,0,136.1111111,1.555555556,145.8888889,2,9167.333333,1952.222222,7874.222222,1671.777778,9464.111111,10054.77778,85047.22222,14711,0,0,29.22222222
트위치,A,2.266600595,11.65806452,1.222580645,0.193548387,155.3548387,1.741935484,480.3,3.761290323,11443.48387,14772.55806,815.4322581,1268.570968,10844.57742,18597.24839,115002.3677,17396.2129,0,0,8.090322581
티모,A,1.5,8.571428571,1.428571429,0.142857143,159.8571429,1,0,2,11332,2834.428571,18484.14286,1575.142857,11755.57143,23525.14286,125731.5714,21855.71429,0,0,35.42857143
파이크,A,1.670886076,0.727272727,0.636363636,0.363636364,67.54545455,1.272727273,0,3.272727273,10029.72727,8010.818182,0,4661.545455,7962.727273,10408,37049.18182,16492.18182,0,0,19.54545455
판테온,A,2.107142857,3.222222222,1.555555556,0.222222222,127.6666667,1.222222222,0,3.333333333,9645.888889,14264.44444,437.7777778,1772.111111,8857.111111,15694.22222,89558.11111,16852.55556,0,0,17
피오라,A,4.4,11,4,1,179,2.666666667,610,5,16966,22051.66667,2277.333333,16618.33333,25197,33345.33333,163240.3333,41737,0,0,17
피즈,A,5,4,1,1,156,1,0,4,10739,1577,5854,3304,7727,9462,111041,20430,0,0,7
하이머딩거,A,1.343137255,3.032786885,1.360655738,0.213114754,149.3114754,1.131147541,0,1.606557377,9702.95082,546.5081967,16666.62295,1393.016393,7903.147541,17447.31148,101600.9508,12918.01639,0,0,15.8852459
헤카림,A,3,3,0,0,57.5,1,0,2,6053,5682,633,1428.5,7981,6570.5,33788.5,12492.5,0,0,9.5
가렌,J,3.653061224,90.23529412,0.470588235,0,29.11764706,1.235294118,103.8823529,1.882352941,8068.588235,6784.470588,17.05882353,4125.294118,13051.47059,9045.823529,94103.76471,20508.76471,0,0,18.70588235
갱플랭크,J,2.5,0,0,0,105,1,785,2,6581,4515,1310,1556,5080,6387,42077,9935,0,0,5
그라가스,J,1.141399417,106.9114754,0.537704918,0.078688525,23.7704918,1.275409836,0.118032787,3.003278689,9845.872131,1202.740984,13320.40984,11979.65246,16501.32131,15340.71475,122698.0557,25607.92787,0,0,27.50819672
그레이브즈,J,1.714124896,129.3157018,1.133277801,0.175343607,48.01624323,1.50603915,394.7734277,3.550187422,11530.24115,14771.89421,812.7517701,6915.995835,13168.82799,16784.17868,166184.6222,21197.6314,0,0,17.17242815
그웬,J,2.10375,129.3923077,1.530769231,0.307692308,40.55384615,1.723076923,0.015384615,3.884615385,11739.93846,2932.738462,10254.32308,8984.507692,18896.43846,17750.53077,157275.7923,28505.36923,0,0,8.938461538
나르,J,3.666666667,47.5,0,0,28.5,1,0,0,4366.5,4479.5,370.5,2255.5,5413.5,5025,56335,10989,0,0,7.5
나미,J,#DIV/0!,0,0,0,1.5,0,0,0,756.5,174,253,218,620.5,455,1489.5,866.5,0,0,0
나서스,J,1.790697674,109.4444444,0.888888889,0.111111111,31.11111111,0.888888889,116.5555556,1,9019,8595.777778,2531.555556,4612.666667,16020.22222,12064.22222,148753.5556,26435.44444,0,0,11.11111111
노틸러스,J,0.526315789,72,0.5,0,23.5,1,8.5,1,9738,2117.5,10596.5,4230.5,15370.5,13764,85816.5,21156,0,0,63.5
녹턴,J,1.825540473,121.5333333,0.814814815,0.162962963,29.42222222,1.47037037,55.2,3.414814815,11063.09259,13379.55926,1105.514815,9833.537037,17778.8963,15513.37037,143452.8259,26436.2963,0,0,164.9703704
누누와 윌럼프,J,0.844413013,111.2351544,0.513064133,0.09976247,26.87648456,1.220902613,4.26128266,2.524940618,10015.71021,1044.087886,9735.418052,15113.07126,19574.84323,11699.82185,127674.8314,29657.019,0,0,30.54631829
니달리,J,1.729067126,124.6123249,0.921008403,0.146778711,25.8,1.542296919,1.040336134,4.260504202,10780.33109,1193.294678,14027.80952,12312.85042,16938.38375,15918.14846,139405.7815,25394.70196,0,0,3.40952381
니코,J,1.555555556,89.5,0,0,29.5,1,0,2,6998,856,5673.5,6153.5,12061.5,6844.5,95634,16470.5,0,0,18.5
다리우스,J,2.105263158,115.3333333,1.166666667,0,31.33333333,1.166666667,36.83333333,2.666666667,10658.83333,10123.66667,203.5,9621.333333,19700.83333,12973.66667,129263.8333,30438,0,0,21.83333333
다이애나,J,1.618538324,121.1538462,0.840659341,0.082417582,33.17857143,1.401098901,0,3.115384615,10703.58791,1842.288462,13440.45879,6091.145604,14075.44505,16019.1456,151242.0934,21687.44505,0,0,8.134615385
라이즈,J,1.285714286,2,0,0,19,0.5,0,1,3028.5,440,3030.5,39.5,2730.5,3471,13512,4364,0,0,10.5
라칸,J,#DIV/0!,0,0,0,2,0,0,0,767,29,0,0,156,65,631,161,0,0,0
람머스,J,0.990774908,106.7727273,0.481818182,0.090909091,30.12727273,1.2,21.76363636,2.709090909,9949.609091,2251.918182,9265.454545,6678.481818,13391.31818,12404.90909,120091.4182,22432.50909,0,0,35.52727273
럼블,J,1.788793103,116.1810345,0.75862069,0.094827586,38.40517241,1.655172414,0,4.232758621,11556.91379,715.7931034,18786.44828,6092.793103,14660.12069,20903.86207,143461.0345,23130.05172,0,0,12.57758621
레넥톤,J,#DIV/0!,0,0,0,6,0,0,0,793,104,0,68,358,104,1029,607,0,0,0
레오나,J,1.7,20.33333333,0,0,8,0.666666667,0,1.666666667,3887.666667,1763.333333,857.6666667,1324,5030.333333,2802,18664,7917,0,0,24.66666667
렉사이,J,1.86272411,111.7236842,0.921052632,0.146616541,21.7612782,1.496240602,16.42481203,3.847744361,10663.1297,10838.61466,33.07518797,10250.01128,15832.48684,13910.75752,123901.6222,23803.60902,0,0,19.77443609
렝가,J,2.312664908,114.6641221,0.900763359,0.13740458,25.77099237,1.557251908,250.7557252,4.053435115,10798.1374,13188.57252,1214.557252,10220.89313,17454.54198,15299.25954,130260.2137,25398.0916,0,0,11.63358779
루시안,J,4.4,80,1.5,0,36,1.5,266.5,1.5,8406.5,8975,1045.5,4190.5,7384.5,10508.5,102947,12957.5,0,0,2
리 신,J,1.481901892,109.5828936,0.709525132,0.104693141,26.97472924,1.457928353,1.741460705,3.707025826,10570.50514,11026.55429,1995.102194,7876.442655,17818.67648,13721.93863,125611.2544,28107.81061,0,0,16.46237156
리븐,J,1.615384615,101.75,0.5,0,26.5,1.25,0,2.75,8856.5,12029,209,5392.75,13246.5,12851.25,105873.75,19241,0,0,24.25
리산드라,J,2.333333333,26,0,0,14.5,0.5,0,0,3474.5,110,3101.5,1852,5484.5,3364,28357,7824.5,0,0,10.5
릴리아,J,1.46522195,125.1197772,0.56545961,0.075208914,42.16155989,1.484679666,0,3.186629526,10783.84401,708.3175487,12137.92201,12340.37883,18134.1337,17411.34262,157003.3398,27716.45404,0,0,20.07520891
마스터 이,J,3.316039459,115.3828383,1.001650165,0.151815182,32.36963696,1.914191419,351.1188119,3.863036304,11156.93729,10077.18647,276.1122112,6405.752475,15523.71287,15552.48515,143386.198,23103.75248,0,0,3.552805281
마오카이,J,1.222222222,65.66666667,0.333333333,0,19.66666667,1.333333333,3.333333333,0.666666667,8867.666667,1265,9656,8292,21111,11810.66667,82233.33333,32055,0,0,63.33333333
말파이트,J,3,83.4,0.2,0,47.2,1.2,105.4,1.6,9307.8,3289.8,6439.6,4167,14560.2,10786,106817.6,25125,0,0,18.2
모데카이저,J,2.516129032,109.1481481,0.296296296,0.074074074,29.81481481,1.222222222,0.814814815,2.185185185,9396.259259,1911.111111,10795.48148,6476.481481,16347.77778,14212.59259,125699.1111,24614.96296,0,0,6.777777778
