name,position,KDA,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,totalHeal,physicalDamageTaken,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,timeCCingOthers
마스터 이,A,1.550518135,10.89312977,0.916030534,0.183206107,89.21374046,1.450381679,249.5343511,2.335877863,8250.870229,8465.679389,205.5496183,1726.961832,9885.954198,12270.93893,77243.43511,15333.0458,0,0,1.099236641
마오카이,A,2.162011173,8.935483871,0.774193548,0.129032258,111.2258065,0.870967742,2.193548387,1.516129032,9130.290323,1803.483871,10083.64516,6685.451613,15725.67742,12599.45161,81116.90323,25483.87097,0,0,53.5483871
말자하,A,2.008797654,7.163934426,1.131147541,0.295081967,160.3606557,1.163934426,0,2.016393443,10448.59016,512.1147541,15129.62295,982.6065574,8016.852459,15929.09836,118965.1803,13364.7377,0,0,40.63934426
말파이트,A,1.808955224,1.672131148,0.360655738,0.098360656,86.55737705,0.950819672,10.72131148,1.540983607,7212.213115,2196.557377,8672.918033,1208.491803,7714.836066,11336.86885,57298.68852,14400.09836,0,0,21.24590164
모데카이저,A,1.762376238,12.79487179,0.58974359,0.025641026,136.5384615,1.538461538,0.58974359,2.923076923,11375.4359,2598.205128,16547.53846,5326.666667,18006.38462,20582.17949,116192.9487,29708.28205,0,0,7.641025641
모르가나,A,2.269736842,6.855421687,0.662650602,0.072289157,126.5301205,1.036144578,5.024096386,1.614457831,9263.518072,901.7590361,13525.79518,3984.891566,10056.31325,14824.48193,88308.56627,16848.07229,0,0,41.31325301
문도 박사,A,2.012987013,7.357142857,0.785714286,0.142857143,136.6428571,1.071428571,5.642857143,1.642857143,9386.357143,5944.285714,11210.71429,7805.571429,17271.21429,17381.21429,93574.21429,29491.78571,0,0,16.64285714
미스 포츈,A,2.302338002,11.50404395,1.502263594,0.221323567,170.9248181,1.571493972,654.3009309,3.263594283,11912.39076,16674.4426,1831.552266,1716.504349,10671.48431,19369.1113,127545.0184,17796.45669,0,0,9.425911796
바드,A,2,6.818181818,0.727272727,0.090909091,103.2727273,1.272727273,185.8181818,2.454545455,8981.181818,4009.454545,5480.090909,2877.818182,10689.81818,10152.27273,68002.36364,16677.63636,0,0,19.18181818
바루스,A,2.271868787,11.91884984,1.358146965,0.215015974,169.0565495,1.550159744,257.9083067,3.301597444,11797.24569,14421.49137,3791.434505,2092.288498,10639.35911,18632.68562,128394.4716,17662.06581,0,0,24.47859425
바이,A,2.037974684,9.666666667,0.880952381,0.142857143,70.19047619,0.952380952,174.0952381,2.166666667,6778.761905,8854.166667,81.47619048,1345.166667,7193.880952,9303.333333,63861.07143,11508.21429,0,0,13.19047619
베이가,A,2.289810322,7.896848138,1.275071633,0.206303725,164.0487106,1.395415473,1.131805158,3.567335244,11926.32092,720.504298,18889.81375,1659.724928,10017.9341,19840.53295,137568.3266,17587.99713,0,0,25.31805158
베인,A,2.214994741,12.94983308,1.463392326,0.244523712,163.0965839,1.745324004,315.9151232,3.606027347,11879.32592,12667.77125,631.6867426,2394.019573,12246.7172,18178.62194,118271.4108,19539.75593,0,0,8.855672932
벡스,A,2.332399627,5.866242038,0.904458599,0.146496815,146.3821656,1.617834395,0,3.407643312,11381.43949,1355.299363,18707.3121,2124.757962,9835.789809,20718.56688,113179.2611,17750.92994,0,0,29.77707006
벨코즈,A,2.417177914,4.846153846,0.681318681,0.098901099,148.0659341,1.296703297,3.21978022,2.989010989,10243.8022,493.989011,15191.16484,1170.483516,8572.307692,19497.53846,111186.6593,14377.63736,0,0,19.69230769
볼리베어,A,2.470198675,7.392857143,1.428571429,0.035714286,120.4642857,1.5,2.285714286,3.392857143,9945.785714,10340.53571,5036.785714,4691.035714,15291.60714,15711.53571,93450.03571,24203.75,0,0,20.57142857
브라움,A,#DIV/0!,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0
브랜드,A,1.78622816,7.808,0.6,0.112,149.352,1.4,0,2.32,10935.032,772.504,21205.728,1842.136,10623.336,22570.568,119510.304,18062.832,0,0,16.192
블라디미르,A,2.198198198,8.009433962,1.08490566,0.141509434,167.7075472,1.528301887,0,3.311320755,11690.49057,860.3301887,20671.26415,19860.30189,17450.23585,22159.65094,131320.1887,28396.15094,0,0,3.962264151
블리츠크랭크,A,1.790697674,4,0.416666667,0,56.75,1,60,2,8014.333333,2453.916667,7106.916667,1535.583333,10175.58333,10307.33333,40530.16667,18083,0,0,27.83333333
비에고,A,1.581589958,17.15151515,0.939393939,0.151515152,118.6060606,1.515151515,295.2424242,2.787878788,10336.15152,11999.06061,1882.606061,4393.030303,13739.57576,14542.69697,100996.0303,23095.09091,0,0,11.66666667
빅토르,A,2.31246656,10.33892617,1.11409396,0.17114094,168.9630872,1.406040268,0,2.838926174,11872.10403,668.8724832,22671.0302,1549.372483,9851.610738,23852.42617,138313.1812,16960.34564,0,0,20.95973154
뽀삐,A,3.415384615,8.923076923,1.076923077,0.076923077,137.6153846,1.384615385,5,3.538461538,11617.30769,15881.69231,2410.538462,5225.769231,15008.76923,19164.38462,99477.61538,24490.84615,0,0,34.92307692
사미라,A,2.179146794,13.18571603,1.23365455,0.187667724,168.5903269,1.933581361,559.3124543,3.856306416,12131.71926,15900.27934,2562.386924,2172.87009,13062.11058,18919.49439,123160,21413.78989,0,0,2.790680654
사이온,A,1.919037199,4.317460317,1.142857143,0.174603175,151.3968254,1.333333333,70.77777778,2.428571429,10895.19048,11598.36508,3909.952381,2344.079365,20646.36508,16235.01587,112844.7143,32418.28571,0,0,39.14285714
사일러스,A,1.696035242,10,0.918032787,0.131147541,126.7786885,1.327868852,30.64754098,2.590163934,10420.16393,659.2131148,16205.5,6032.5,16780.80328,17321.81967,99205.31148,27203.16393,0,0,26.89344262
샤코,A,2.212765957,3.55,0.55,0.05,37.05,0.6,9.6,0.95,4167.35,904.1,5004.65,406.25,3654.75,6125.55,28078.35,6468.3,0,0,11.85
세나,A,2.404978325,7.635726795,0.95709282,0.139229422,144.6278459,1.294220665,405.8099825,2.402802102,11062.32925,14536.61121,435.7390543,7971.205779,10133.35989,16286.44921,99959.66725,17003.62172,0,0,21.93957968
세라핀,A,2.797385621,6.440677966,0.898305085,0.084745763,159.3389831,1.271186441,0,2.220338983,10432.98305,1315.237288,13317.32203,3564.322034,8319.084746,14901.28814,118432.4915,15518.45763,0,0,24.76271186
세주아니,A,2.846153846,14.91666667,0.416666667,0,101.5,1.25,1.333333333,2.666666667,8927.666667,7034.25,5782.25,2764.083333,14452.83333,13754.58333,84809.33333,24163.91667,0,0,30.16666667
세트,A,1.973101266,7.818181818,1.170454545,0.170454545,132.375,1.352272727,61,2.840909091,10722.26136,13288.27273,307.7613636,3457.897727,18662.73864,17361.81818,100813.9205,31335.84091,0,0,24.02272727
소나,A,2.925925926,2.714285714,0.714285714,0.214285714,113.2142857,1.071428571,19.42857143,2.642857143,10241,1824.142857,12532.71429,11079.57143,9512.142857,14944.42857,68402.85714,16538.14286,0,0,12.78571429
소라카,A,2.278106509,3.310344828,0.586206897,0.068965517,105.7931034,0.827586207,68.17241379,1.206896552,8043.37931,1609.724138,6379.275862,13891.03448,10504,8187.689655,63424.58621,16707.17241,0,0,34.06896552
쉔,A,2.822222222,9.625,0.75,0.125,139.25,1.25,3.125,2.5,11285.75,8347,6273.625,2732.625,14920.375,15594.25,100518.25,26676.625,0,0,31.5
쉬바나,A,1.148148148,8,0.25,0,104,1,0,0.5,7672.25,1453,10959.25,1156.5,13895,12797.5,75901.75,19351.25,0,0,1
스웨인,A,2.820274786,5.994311718,0.919226394,0.142207053,143.2002275,1.625711035,0.048919226,3.630261661,11212.05233,1368.614334,18940.36746,6660.789534,13431.15927,21079.77247,108793.3925,23871.08874,0,0,37.01934016
스카너,A,1.5,13.66666667,0,0,40.33333333,0.333333333,0,0,4263,1507.666667,924.6666667,830.6666667,5975,2493.666667,29035,9091.333333,0,0,15.66666667
시비르,A,2.504614661,12.17256637,1.469366916,0.236895848,188.0200817,1.449625596,261.1432948,2.925119129,11907.86726,18662.12764,169.7331518,2522.793737,10244.93907,19242.27161,159010.9704,16892.84377,0,0,1.471749489
신 짜오,A,1.567335244,14.89795918,0.653061224,0.102040816,92.36734694,1.102040816,320.1020408,2.265306122,8792.020408,13319.55102,1222.571429,4410.081633,12572.2449,15413.44898,79340.04082,19923.83673,0,0,14.7755102
신드라,A,2.538839725,8.747851003,1.034383954,0.123209169,169.8424069,1.366762178,0.126074499,3.550143266,11726.68481,872.0830946,19900.14613,2096.584527,9329.661891,21097.71347,129041.5645,16479.48997,0,0,33.15759312
신지드,A,2.695906433,7.346153846,0.826923077,0.192307692,132.9038462,1.288461538,0.423076923,2.673076923,10714.19231,709.0769231,15914.46154,2247.5,16644.86538,17792.21154,108825.5962,26951.69231,0,0,36.96153846
쓰레쉬,A,1.443298969,7.25,0.416666667,0.125,108.625,1.125,245.4583333,1.5,8775.833333,2817.958333,6225.041667,1672.75,11391.375,9445.5,66365.54167,17143.33333,0,0,22.75
아리,A,1.76056338,5.7,0.775,0.225,140.2,1.175,15.675,2.275,10509.325,1639.575,11257.95,3530.675,11522.075,16968.925,107478.5,20223.275,0,0,23.225
아무무,A,1.475,21,0.2,0,115.4,1,2.4,1.2,9347.2,1784,10701.4,1316.6,14346,13388.8,95610.6,22897.8,0,0,39
아우렐리온 솔,A,1.1875,4.25,0.25,0,144.5,1.25,0,1.25,10570,988,14837.25,2637.75,16412.5,16108,105826.5,30386.5,0,0,25.25
아이번,A,1.245283019,14.5,0.285714286,0.071428571,73.5,1,215.4285714,0.928571429,7275.5,3619.642857,3317.142857,1632.428571,9459.571429,7229.714286,75986.92857,14961.21429,0,0,25.42857143
아지르,A,1.835714286,6.933333333,1.1,0.155555556,152.6888889,1.233333333,4.6,2.166666667,10271.94444,841.0666667,14778.66667,1522.666667,10037.13333,16060.67778,109090.6889,16602.45556,0,0,10.48888889
아칼리,A,2.013363029,4.720588235,0.661764706,0.147058824,139.9117647,1.485294118,2.029411765,3.411764706,11078.67647,1342.338235,18098.77941,2412.573529,16103.67647,20791.25,104996.9559,26779.45588,0,0,1.558823529
아크샨,A,2.264090177,8.813513514,1.186486486,0.208108108,147.2621622,1.691891892,472.5756757,3.940540541,11752.33784,15191.77568,2540.702703,1431.445946,11805.9973,18994.57838,115823.7811,18552.19189,0,0,1.810810811
아트록스,A,1.558685446,15.04,1.12,0.04,142.04,1.48,31.96,2.88,11696.2,19259,38.56,13086.92,23762.04,19804.08,120756.48,39833.04,0,0,21.16
아펠리오스,A,1.87284535,12.37103617,1.483497519,0.225569857,167.4569641,1.551880348,599.1712807,2.89134968,11433.64931,16737.97239,1006.141224,2880.229237,11460.35982,18224.97203,128179.148,18984.04322,0,0,15.13590278
알리스타,A,3.157894737,0,0.25,0,47.5,0.75,0.5,1.5,6873.5,769.5,6207,7372.75,10498.75,7574.5,32193,17353.25,0,0,30
애니,A,2.146875,6.555555556,0.844444444,0.133333333,153.8888889,1.333333333,23.62222222,3.133333333,11729.26667,670.7111111,20103.97778,973.5111111,9337.133333,21923.17778,106614.9111,17079.73333,0,0,24.73333333
애니비아,A,2.338150289,13.33628319,0.814159292,0.10619469,155.6017699,1.380530973,2.85840708,3.283185841,11545.40708,1037.309735,16242.9823,2235.380531,12530.34513,18059.47788,123687.5929,21539.45133,0,0,39.24778761
애쉬,A,2.338485139,11.63525983,1.333657115,0.222680913,160.2116723,1.411040958,305.8084831,2.663914522,11185.21434,13955.34394,2196.124737,1565.057552,10930.18893,16734.57382,119083.5877,17690.18844,0,0,37.61461875
야스오,A,1.888558268,16.43474478,1.543213457,0.250580046,175.2787123,1.559164733,684.0965777,3.079756381,12175.73144,14566.47622,1329.603538,2267.788863,13256.48753,16386.80278,152270.9127,21022.45882,0,0,21.41270302
에코,A,1.611510791,11.77272727,0.863636364,0.045454545,115,1.090909091,0,2.545454545,9147.045455,1871.181818,11942.09091,3951.272727,13268.68182,14176.18182,102015.1364,21291.68182,0,0,14.40909091
엘리스,A,0.933333333,4,0,0,109,1.5,0,1,8264.5,848,8137.5,1696,10024.5,10031,50385.5,16901.5,0,0,20.5
오공,A,2.308080808,6.03030303,1.060606061,0.151515152,130.1818182,1.575757576,180.0909091,3.787878788,10854.63636,14011.78788,2386.515152,2368.575758,12886.84848,17366.0303,88439.75758,21867.30303,0,0,10.42424242
오른,A,2.12,2.714285714,0.714285714,0.071428571,120.7857143,0.928571429,3.857142857,1.357142857,8861.071429,5233.785714,7729,1567.285714,13393.42857,13272.35714,83927.85714,23819.14286,0,0,40.78571429
오리아나,A,2.084507042,7.183333333,0.666666667,0.05,158.0166667,1.2,0,2.35,10090.78333,845.15,13936.35,1704.95,9303.3,15009.43333,102873.6667,15201.78333,0,0,20.55
올라프,A,0.8,9,1,0,140,0.5,0,1,8115,8030,30.5,4571.5,15996.5,11725,98050,23539,0,0,13.5
요네,A,1.77975864,15.32637571,1.282732448,0.231499051,155.316888,1.440227704,584.8747628,2.960151803,11302.14611,11872.00569,3499.597723,2389.500949,13582.3055,17675.46869,136016.3852,21738.75901,0,0,19.12713472
요릭,A,1.308510638,5,2.538461538,0.307692308,153.0769231,1.307692308,64.53846154,1.769230769,10629,11096.53846,5648.846154,7060.615385,18609.69231,17055.30769,112909.2308,28558.38462,0,0,9.538461538
우디르,A,1.128205128,9.5,0.333333333,0,86.16666667,1,131.5,1.5,7694.5,5017.666667,1904.5,2360.5,11820,7144.833333,79001.33333,16522.5,0,0,18.5
우르곳,A,1.826254826,13.13888889,1.388888889,0.138888889,144.4722222,1.472222222,53.75,3.194444444,11319.5,14713.91667,213.5555556,2951.833333,14033.91667,15992.75,113058.9722,23893.05556,0,0,23.47222222
워윅,A,2.666666667,11.25,0.25,0,167,1.5,74.25,5,14383.25,10755.75,14051,19165,25955.25,26996,147442.25,44293.5,0,0,27.25
유미,A,3.306122449,1,0.117647059,0,42.41176471,0.705882353,57.82352941,0.823529412,5502.294118,1534.823529,5291.588235,4581.294118,4672.294118,7067.764706,26539.29412,6561.294118,0,0,9.176470588
이렐리아,A,1.562757484,9.853191489,1.391489362,0.20212766,181.8234043,1.512765957,255.2680851,2.876595745,11848.01277,12208.96596,5004.710638,3834.859574,16001.01064,17707.41702,133553.5936,26557.27872,0,0,13.59148936
이블린,A,0.5,52,0,0,19,2,0,2,6246,86,1902,4878,12188,2064,64827,16837,0,0,1
이즈리얼,A,2.374249829,10.86461538,1.255592516,0.208232848,167.8390437,1.484074844,29.77330561,3.106444906,11760.48944,14883.08351,6199.910146,2524.934366,11517.7211,21816.98563,131637.474,19392.02825,0,0,2.868419958
일라오이,A,1.203539823,2.9375,0.9375,0.0625,119.5625,1.0625,34.8125,1.5,8673.625,14997.1875,239.5625,6681.875,14123.125,15738.9375,103285.0625,23517.5,0,0,1.8125
자르반 4세,A,1.773109244,10.82758621,0.75862069,0.103448276,109.6896552,1.137931034,183.8965517,1.724137931,10061.27586,10576.7931,1195.241379,1652.655172,12481.44828,12358.37931,78509.10345,20514.58621,0,0,13
자야,A,2.30215578,14.23712384,1.471860532,0.218243634,176.6693432,1.476779514,183.099103,3.015697338,11845.22012,20089.83927,600.0755208,1809.008536,10549.51743,21089.73655,141907.2246,17674.6977,0,0,14.21375868
자이라,A,2.143939394,8,0.772727273,0.045454545,141.9090909,1.181818182,0,1.818181818,10413.95455,983.3181818,21880.04545,2071.227273,8642.318182,23502.59091,120442.3636,14742.95455,0,0,42.31818182
자크,A,2.27826087,11.84210526,0.526315789,0.052631579,119.1578947,1.315789474,2.526315789,3.105263158,10408.94737,1133.526316,12194.78947,21629.52632,15209.63158,14256.89474,91864.05263,29297.68421,0,0,38
잔나,A,2.973684211,1.714285714,0.857142857,0.142857143,96.57142857,1,82,1.714285714,8790.142857,1351.285714,13968.28571,6942.714286,9106.571429,15599.85714,71596.71429,16792.71429,0,0,33.85714286
잭스,A,1.386666667,6.407407407,0.703703704,0.111111111,96.11111111,0.888888889,0.537037037,1.777777778,6807.333333,6576.759259,2098.814815,2007.444444,8434.907407,8883.944444,61884.14815,13364.83333,0,0,9.537037037
제드,A,2.183972912,7.71641791,0.902985075,0.119402985,151.2686567,1.5,47.43283582,4.059701493,11650.66418,18972.02985,944.0522388,1860.074627,11898.12687,20918.06716,112869.5597,19613.45522,0,0,6.104477612
제라스,A,2.954814478,6.143529412,0.748235294,0.11,158.9923529,1.323529412,0.194117647,3.395294118,11444.49235,565.8552941,21914.70941,1135.177059,7985.979412,22909.68471,127195.1412,13718.57706,0,0,22.48470588
제이스,A,1.607857403,9.666666667,0.918981481,0.150462963,137.6226852,1.166666667,55.1087963,2.210648148,9750.585648,13605.25694,2309.520833,999.3611111,9413.05787,16466.13889,101500.2153,15499.47917,0,0,6.402777778
조이,A,1.670702179,3.666666667,0.666666667,0.117647059,132.9411765,1.333333333,31.62745098,2.274509804,10093.90196,1748.764706,13368.90196,2776.921569,11131.45098,17253.15686,92108.17647,19751.84314,0,0,31.90196078
직스,A,2.341633876,8.611799106,2.312693498,0.226178191,175.9095287,1.295837633,0,2.505159959,11503.8851,761.3138975,22038.63502,1423.638975,9014.146371,23017.04317,151670.4711,15734.74252,0,0,17.57877537
진,A,2.816686285,9.514227563,1.111883048,0.174781792,168.5602763,1.549512701,1119.697385,3.647403029,11843.65709,15443.67028,1846.41121,3568.50501,10227.22447,17673.25972,133772.2019,17188.19762,0,0,21.07916161
질리언,A,2.316831683,2.315789474,0.263157895,0.052631579,115.2631579,0.947368421,5.789473684,1.631578947,8229.921053,1307.078947,9846.026316,5418.815789,9893,11441.63158,81553.68421,16480.47368,0,0,22.71052632
징크스,A,2.296836283,15.50973813,1.687650449,0.286563571,173.9589686,1.622656649,544.1973521,3.207382012,11790.15563,15974.52236,1147.42742,2058.651105,10920.06569,18571.02867,141026.9194,18230.13852,0,0,15.64588956
초가스,A,2.714285714,10.68115942,0.811594203,0.130434783,147.1304348,1.333333333,3.492753623,3.463768116,11273.34783,1415.26087,12794.42029,5573.231884,16238.07246,17734.69565,116184.3043,28223,0,0,74.72463768
카르마,A,1.714285714,4.153846154,0.307692308,0.076923077,101,0.846153846,0,1.269230769,7602.653846,859.8461538,10360.15385,1583.615385,7236.115385,11538.88462,73809.57692,13770.15385,0,0,18.84615385
카밀,A,2.05,10.43478261,1.195652174,0.326086957,131.3043478,1.282608696,0,3.217391304,11676.43478,13607.91304,1032.304348,5259.76087,17869.82609,19708.28261,104293.1304,29968.23913,0,0,20.89130435
카사딘,A,1.54978355,6.05,0.575,0.075,118.775,1.075,0.5,1.425,8366.6,1275.95,12065.6,3012.975,13540.275,13658.1,78862.9,20292.7,0,0,16.85
카서스,A,2.234299517,19.19607843,0.705882353,0.117647059,164,1.656862745,0,3.137254902,12953.39216,219.8137255,29310.31373,2374.5,11435.40196,30485.9902,149291.0882,20149.48039,0,0,16.00980392
카시오페아,A,2.13945682,12.89173228,0.875984252,0.137795276,163.0334646,1.57480315,0,3.32480315,11514.90157,388.9074803,18719.33465,5411.63189,12351.04134,19347.21457,113729.2146,21108.26772,0,0,26.24409449
카이사,A,2.328987293,14.52620501,1.276205009,0.202062724,175.7887813,1.634866344,505.2222164,3.703851821,12286.44827,12229.64418,4645.050568,2432.445748,11523.72301,17998.15981,134479.1455,18652.63771,0,0,1.824300147
카직스,A,2.227272727,20.6,0,0,98.6,1.2,0,3,9308.2,12529.8,681.4,3967.2,12016.4,13610.6,88586.4,19406.8,0,0,6.6
카타리나,A,2.303116147,7.052083333,1.041666667,0.208333333,143.6458333,2,12.94791667,4.322916667,12427.94792,2417.104167,19360.51042,2280.59375,15008.01042,22824.32292,117606,23884.3125,0,0,1.458333333
칼리스타,A,2.148492077,16.83305322,1.56302521,0.245378151,172.1408964,1.665266106,362.3036415,3.734173669,12150.94314,16274.29216,1123.111204,2308.04958,12866.7,17867.4972,133710.0241,20709.02857,0,0,10.95490196
케넨,A,1.839721254,5.711111111,0.666666667,0.177777778,134.5777778,1.155555556,80.75555556,1.955555556,9814.911111,2721.4,13130,1951.4,10942.73333,16396.8,90883.46667,19154.97778,0,0,17.48888889
케이틀린,A,2.245886426,12.25504364,1.724400248,0.272785806,175.2395669,1.495826775,886.2326036,3.199742452,11907.67101,16369.16619,1747.363333,2807.893189,10453.26668,18677.61974,141827.4377,17824.9979,0,0,15.68140411
